search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Tipo de visor,Materiales del interior,Materiales del exterior,Edad,Género,Peso,Modelo alfanumérico
29, Casco Integral Ls2 Rapid Para Moto Negro Mate Seguridad Euro ,"1,749",NA,142,7,18 meses,97.17,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,64,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-640623530-casco-integral-ls2-rapid-para-moto-negro-mate-seguridad-euro-_JM?searchVariation=27207815085,58,5,1,0,0,#640623530,NA,"Mate,M,L,XL,M,L,XL",LS2,TOURING,Rapid,Integral,Simple,EPS,Policarbonato,Adultos,Unisex,1250 g,NA
30, Casco Faseed Fs-807 Xrt Mate Certificado Ece R2205 ,"1,290",NA,105,11,18 meses,71.67,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,21,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-569333459-casco-faseed-fs-807-xrt-mate-certificado-ece-r2205-_JM?searchVariation=32469613987,19,1,0,0,0,#569333459,NA,"XL(61 - 62 cm),M(57 - 58 cm),L(59 - 60 cm),S(55 - 56 cm)",Faseed,XRT,FS-807,Integral,NA,NA,ABS,NA,NA,1.5 kg,NA
31, Casco Faseed Fs-701a Top-gun Abierto Certificado Ece ,950,NA,92,8,12 meses,93.85,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,5,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-647086195-casco-faseed-fs-701a-top-gun-abierto-certificado-ece-_JM?searchVariation=39278723975,5,0,0,0,0,#647086195,NA,"XL (61 - 62 cm),L (59 - 60 cm),M (57 - 58 cm)",Faseed,Top-Gun,FS-701A,Abierto,Simple,Tela,Termoplástico,Adultos,Unisex,NA,NA
32, Casco Negro Mate Integral Cerrado Doble Certificado Dot Ece ,999,NA,398,121,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,35,https://perfil.mercadolibre.com.mx/REMATESDELCENTROPUNTOCOM,https://articulo.mercadolibre.com.mx/MLM-588323187-casco-negro-mate-integral-cerrado-doble-certificado-dot-ece-_JM?searchVariation=28662643986,30,4,0,0,1,#588323187,NA,"M  MEDIANO 57-58,L GRANDE 59-60,XL EXTRA GRANDE 61-62,M MEDIANO 57-58",WINMEX,CERRADO,DP802,Integral,Simple,Poliestireno,Tricomposite,Adultos,Unisex,1.4 kg,802
33, Casco Negro Mate Cerrado Integral Mica Humo Deportivo Pulsar ,"1,249",NA,50,26,18 meses,69.39,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-668102209-casco-negro-mate-cerrado-integral-mica-humo-deportivo-pulsar-_JM?searchVariation=33761852589,1,0,0,0,0,#668102209,NA,"M,L,XL",KOV,NA,Negro-Gris,Integral,Doble,Poliestireno,ABS,Adultos,Unisex,NA,NA
34, Casco Abatible Roda Revenge Con Certificacion Dot ,"1,145",NA,140,8,18 meses,63.61,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,136,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660781205-casco-abatible-roda-revenge-con-certificacion-dot-_JM?searchVariation=31940340060,106,21,5,1,3,#660781205,NA,"L,XL",RODA,MODULAR (ABATIBLE),Revenge,Rebatible,NA,NA,NA,NA,NA,NA,NA
35, Casco Alessia Abatible / Modular Negro Liso Gafas Internas ,799,NA,184,28,12 meses,78.93,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,15,https://perfil.mercadolibre.com.mx/ARTICULOSDEPORITVOSRT,https://articulo.mercadolibre.com.mx/MLM-592843891-casco-alessia-abatible-modular-negro-liso-gafas-internas-_JM?searchVariation=32332336614,12,1,1,0,0,#592843891,NA,"S,M,L,XL",Alessia,Abatible/gafas integradas,CAS-JK111-016,ABATIBLE,Doble,Plastico ABS,NA,Adultos,Unisex,NA,NA
36, Casco Abierto Ls2 Airflow Solid Of562 Negro/mate 2019 ,"1,301",NA,173,15,18 meses,72.28,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,29,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-599846131-casco-abierto-ls2-airflow-solid-of562-negromate-2019-_JM?searchVariation=32169910434,22,6,0,0,0,#599846131,Negro,"Mate,S,M,L,XL,XXL",LS2,CHOPPER,OF562,Abierto,Simple,EPS,Policarbonato,Adultos,Unisex,NA,OF562
37, Casco Abatible Caberg Duke 2 Smart Negro 100% Italiano 2019 ,"3,699",NA,367,5,18 meses,205.50,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,41,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-549258203-casco-abatible-caberg-duke-2-smart-negro-100-italiano-2019-_JM?searchVariation=26388914704,33,7,1,0,0,#549258203,Negro,"Brillante,M,S,XL,S,M,L,XL",Caberg,SMART II,Duke,Rebatible,Doble,EPS,Policarbonato,Adultos,Unisex,NA,NA
38, Casco Abatible Bkr Deidad Quetzal Svs Con Certificacion Dot ,"1,299",NA,74,23,18 meses,72.17,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,1,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660786514-casco-abatible-bkr-deidad-quetzal-svs-con-certificacion-dot-_JM?searchVariation=31940900484,1,0,0,0,0,#660786514,NA,"S,M,G,XG",BKR,MODULAR ABATIBLE,Deidad Quetzal,Rebatible,NA,NA,NA,NA,NA,NA,NA
39, Casco Abierto Abatible Motociclista Negro Rojo Blanco Gafas ,299,NA,121,22,12 meses,29.54,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,4,https://perfil.mercadolibre.com.mx/XIIRD,https://articulo.mercadolibre.com.mx/MLM-669499124-casco-abierto-abatible-motociclista-negro-rojo-blanco-gafas-_JM?searchVariation=33988025638,1,3,0,0,0,#669499124,NA,Grande,AZT,100,AZT Model-C,Abierto,NA,NA,NA,NA,NA,NA,NA
40, Mascara Moto Mask Shark Gogles Desmontable Casco 3/4 Oferta ,299,NA,105,77,18 meses,16.61,NA,Llega gratis mañana,Devolución gratis,Tienes 30 días desde que lo recibes,NA,NA,https://perfil.mercadolibre.com.mx/SELLATODO,https://articulo.mercadolibre.com.mx/MLM-690541658-mascara-moto-mask-shark-gogles-desmontable-casco-34-oferta-_JM,NA,NA,NA,NA,NA,#690541658,NA,Sellatodomx,Sellatodmx,NA,MaskShark,Motociclista,NA,NA,NA,NA,NA,NA,NA
41, Casco Faseed Fs-901 Abatible Certificado Ece 2205 ,"1,600",NA,225,7,18 meses,88.89,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,20,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-556194048-casco-faseed-fs-901-abatible-certificado-ece-2205-_JM?searchVariation=37330862849,16,4,0,0,0,#556194048,NA,"M (57 - 58 cm),L (59 - 60 cm),XL (61 cm),XXL (62 cm),S (55 - 56 cm)",Faseed,Faseed,FS-901,Rebatible,NA,NA,Termoplástico,NA,NA,1.65 kg,FS-901
42, Casco Moto Accesorio Kukulk Kov Dot Abatible Varios Colores ,"1,249",NA,243,5,18 meses,69.39,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,80,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-564429987-casco-moto-accesorio-kukulk-kov-dot-abatible-varios-colores-_JM?searchVariation=29067988018,62,14,2,1,1,#564429987,NA,"EGG,EG",Kov Parts,Legacy,Kukulk,Rebatible,Doble,NA,ABS,Adultos,NA,NA,NA
43, Casco Depredador Con Luces Envío Gratis Con Descuento!!! ,999,NA,207,358,18 meses,55.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3,8,https://perfil.mercadolibre.com.mx/JK+MOTORS,https://articulo.mercadolibre.com.mx/MLM-621431018-casco-depredador-con-luces-envio-gratis-con-descuento-_JM?searchVariation=23088432417,1,1,4,1,1,#621431018,Negro,"ROJO,grande,chico,extra grande,mediano",JK,DEPREDADOR,DEPREDADOR LUCES,Integral,Simple,Esponja,Fibra de vidrio,Adultos,Masculino,NA,EDL
44, Casco Abatible R7 168 Lente Interno Cerificado Dot Ngo/mate ,"1,149",NA,272,6,18 meses,63.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,3.9,12,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-623560080-casco-abatible-r7-168-lente-interno-cerificado-dot-ngomate-_JM?searchVariation=25336287924,5,4,1,1,1,#623560080,NA,"XL,XXL",R7,Racing,168,Abatible,Doble,NA,CASCASA TERMOPLASTICA,Adultos,Unisex,NA,NA
45, Casco Moto Negro Kov Abatible Certificado Dot Lente ,"1,247",NA,261,18,18 meses,69.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,80,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-623624975-casco-moto-negro-kov-abatible-certificado-dot-lente-_JM?searchVariation=27476315673,62,14,2,1,1,#623624975,NA,"M,L,XL",KOV,Legacy,Kukulk-stealth,Rebatible,Doble,Resina termoplástica,ABS,Adultos,Masculino,NA,NA
46, Casco Abatible Para Motocicleta Con Mica Y Gafas Integradas ,899,NA,696,135,18 meses,49.94,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,50,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://articulo.mercadolibre.com.mx/MLM-559694368-casco-abatible-para-motocicleta-con-mica-y-gafas-integradas-_JM?searchVariation=26063210759,26,12,8,2,2,#559694368,Negro mate,"1,L,XL",INNOVANDO,CASCOS,MX006000,Integral,NA,NA,NA,Adultos,Unisex,NA,NA
47, Casco Abatible Dama Risky Pink Ultra Negro Rosa Dot Ece2205 ,"1,499",NA,149,35,18 meses,83.28,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,13,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-660198062-casco-abatible-dama-risky-pink-ultra-negro-rosa-dot-ece2205-_JM?searchVariation=31791591046,10,3,0,0,0,#660198062,NA,"S,M",Risky,ABATIBLE / MODULAR,CAS-VA-31,Rebatible,NA,NA,NA,NA,NA,NA,NA
48," Casco Abatible Moto Kov Cancho, Zapata, Mictlan Kov Part ","1,289",NA,226,60,18 meses,71.61,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,15,https://perfil.mercadolibre.com.mx/LOWEN+GRUPO,https://articulo.mercadolibre.com.mx/MLM-564633165-casco-abatible-moto-kov-cancho-zapata-mictlan-kov-part-_JM?searchVariation=26143608236,11,1,3,0,0,#564633165,NA,"CH,M,G,EEG,EG",KOV,KOV,Stealth,Rebatible,NA,NA,ABS,NA,NA,NA,0661787041817
49, Casco Alessia Matte Negro Motocross Enduro Utv Atv ,739,NA,191,53,12 meses,73.01,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,4,https://perfil.mercadolibre.com.mx/VALERIARIOU,https://articulo.mercadolibre.com.mx/MLM-623927155-casco-alessia-matte-negro-motocross-enduro-utv-atv-_JM?searchVariation=23386214027,3,1,0,0,0,#623927155,NA,"S,M,L,XL",Alessia,CAS-CRO-15,Colores,Cross,NA,NA,ABS,NA,NA,NA,NA
50, Casco Integral Ls2 Ff353 Rapid Negro Mate Ece22-05 ,"1,749",NA,332,31,18 meses,97.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,64,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-619831621-casco-integral-ls2-ff353-rapid-negro-mate-ece22-05-_JM?searchVariation=23848272608,58,5,1,0,0,#619831621,Negro,"Mate,M,L,XL,XXL",LS2,FF353,Rapid,Integral,Simple,Poliestireno,HPTT,Adultos,Unisex,1250 g,FF353
51, Casco Para Motocicleta Cross Enduro Con Mica Gafas ,969,NA,916,87,18 meses,53.83,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,47,https://perfil.mercadolibre.com.mx/INNOVANDO_OFERTAS,https://articulo.mercadolibre.com.mx/MLM-552218965-casco-para-motocicleta-cross-enduro-con-mica-gafas-_JM?searchVariation=36754939880,33,8,5,0,1,#552218965,NA,"L,XL",INNOVANDO,NA,MX009000,NA,NA,NA,Policarbonato,Adultos,Unisex,NA,NA
52, Casco Faseed Fs-710 Chopper Gráficos Certificado Ece R2205 ,"1,050",NA,68,1,18 meses,58.33,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,24,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-649431709-casco-faseed-fs-710-chopper-graficos-certificado-ece-r2205-_JM?searchVariation=29312893222,21,3,0,0,0,#649431709,"Blanco / Ride 75,Gris / Spacer","XL (61 - 62 cm),M (57 - 58 cm)",Faseed,Gráficos,FS-710,Abierto,NA,NA,NA,NA,NA,NA,NA
53, Casco Rosa Mujer Deportivo Abatible Motocicleta Certificado ,"1,249",NA,25,17,18 meses,69.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/ACCESORIOSEXCLUSIVOSMX,https://articulo.mercadolibre.com.mx/MLM-668101963-casco-rosa-mujer-deportivo-abatible-motocicleta-certificado-_JM?searchVariation=33761746425,2,0,0,0,0,#668101963,NA,"S,M",KOV,NA,Rosa,Abatible,Doble,Poliestireno,ABS,Adultos,Femenino,NA,NA
54, Casco Cerrado Moto Hro Spartan Mica Transparente Rojo ,950,NA,73,8,18 meses,52.78,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,14,https://perfil.mercadolibre.com.mx/MOTOCITY+STORE,https://articulo.mercadolibre.com.mx/MLM-572886036-casco-cerrado-moto-hro-spartan-mica-transparente-rojo-_JM?searchVariation=27499572314,9,3,1,1,0,#572886036,Rojo,"Amarillo,S,M,L,XL,XXL",HRO México,510,Spartan,Integral,Simple,EPS,Policarbonato,Adultos,Unisex,NA,NA
55, Casco Dama Fasdeed Fs-701 Flor Certificado Ece ,950,NA,130,18,18 meses,52.78,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,7,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-569349573-casco-dama-fasdeed-fs-701-flor-certificado-ece-_JM?searchVariation=18565368580,7,0,0,0,0,#569349573,"L (59 - 60 cm),M (57 - 58 cm),S (55 - 56 cm)",NA,Faseed,FS-701,FS-701,Integral,Simple,Textil,Termoplástico,Adultos,Femenino,NA,NA
56, Casco Integral Para Dama Balnco Y Rosa ,550,NA,656,10,18 meses,30.56,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,97,https://perfil.mercadolibre.com.mx/GUERREROBIKER,https://articulo.mercadolibre.com.mx/MLM-594680433-casco-integral-para-dama-balnco-y-rosa-_JM?searchVariation=23561550888,65,18,11,0,2,#594680433,NA,"S,M,L,XL",Promoto,NA,A107,Integral,Simple,Poliestireno,ABS,Adultos,Unisex,NA,NA
57, Casco Joe Rocket Rkt 14 Ion Ece22.05 Negro Mate 2 Micas Mh&s ,"2,599",NA,78,21,18 meses,144.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,23,https://perfil.mercadolibre.com.mx/MOTO-HELMETS,https://articulo.mercadolibre.com.mx/MLM-661262739-casco-joe-rocket-rkt-14-ion-ece2205-negro-mate-2-micas-mhs-_JM?searchVariation=32180233837,18,4,0,0,0,#661262739,NA,"L,M,S,XL,XXL",Joe Rocket,iON,RKT 14,Integral,Doble,NA,NA,Adultos,Unisex,NA,NA
58, Casco Kov Stealth Abatible Certificado Dot Varios Colores ,"1,199",NA,52,5,18 meses,66.61,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,37,https://perfil.mercadolibre.com.mx/SHOP+IGARTUA,https://articulo.mercadolibre.com.mx/MLM-668162772-casco-kov-stealth-abatible-certificado-dot-varios-colores-_JM?searchVariation=33773384857,26,6,3,0,1,#668162772,NA,"S,M,L,XL",Stealth,NA,Zapata,Rebatible,Simple,Resina termoplástica,ABS,Adultos,Unisex,NA,NA
59, Casco Niños Faseed Fs-815 Certificado Ece R2205 ,"1,350",NA,44,1,18 meses,75.00,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,3,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-662103524-casco-ninos-faseed-fs-815-certificado-ece-r2205-_JM,2,0,1,0,0,#662103524,NA,"YXL (53 - 54 cm),YM (49 - 50 cm),YL (51 - 52 cm)",Faseed,Júnior,FS-815,Integral,NA,NA,NA,NA,NA,1.25 kg,NA
60, Casco Integral Con Luz Led Roda Firefly Certificacion Dot ,"1,225",NA,73,9,18 meses,68.06,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,6,https://perfil.mercadolibre.com.mx/GRUPO+AEP,https://articulo.mercadolibre.com.mx/MLM-660782909-casco-integral-con-luz-led-roda-firefly-certificacion-dot-_JM?searchVariation=31940490260,4,2,0,0,0,#660782909,NA,L,RODA,C/LED MIDNIGHT,Firefly,Integral,NA,NA,NA,Adultos,NA,NA,NA
61," Casco Moto Vintage Negro Mate Roda, 3/4 Dot Gogles Gratis! ",949,999,90,49,18 meses,52.72,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/SELLATODO,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=KS3ivKjNsMyysXaOKab%2FW5a77kgm8KXwhdK9RvX6OSoDW8fzxHvcecqurkUGes7gqFUc3Aub82NejZdabOjiAxRR92AY6sIettbFagD3HzB5Gf1UmusO5kMA%2FA0YbnNy6ilZHdHhcyNEL1fectWRflSAsMut1QOxF%2BvOhjeWPbz%2FD7waU9bncvrKrt%2BTaXeCmbE9QF1h3Ox3WhkaAdRyU4Wf5iwGB9CMqn%2BaaV7V4CqpPK9QKNan8nj%2BnyJAwQiYn1Raett7cSizq9rN2cvDyChSKMrRBXGSmKxzTx291OxBuuZ5GS2rdux0MRvJ%2FzpZsQuWyxnOTUdpZjm7vyXXqYV%2B7jhQZG7WzOXPeGwxOxDL3vGGksruvzUgoI9ycSYumDOY7LXaJTUNG%2FN6lkYnku4PWLYCGPoGwyzBG%2FzJMby5dCxj%2F3uQqWOOJef3J8N0vg6Y6tWyOh2m9NGQdKN0IXLqaSJ2IVTaB0hNzi5cYK9F795jjHcduMAUkimEJY%2F%2F7u6xt8T0v0e4Ld4xQ0PM4Fax25evNTEIUQ68v7kVRNqLBVWMOjvp6AZGvQUe1j9DkIqbqitvED2%2Borp4gTJzo992z2TWHZs%2BDrqbgIVW%2FAGn1QCzZ4noLhMbMZa1%2BxgSxff0aGjoaEkUGN8F%2FyYbwBY9J7VfI4A6OZliUzwBuRQDQG405dOdJH%2FGg%2Bq8eqC5o8Vot5g8%2BRAiiuHW5HYLh3QSQ4Jc0EhwwCRYesC7QRVk05WGX8OKjIdwhcFdsiN2eyTHHRe8WxKr0hXywmEJgg1ydEOv0JHLjzEIo71L%2B%2F1OeLsLaJjfIPU%2Bw9thfjqsh84OaaHT1ATiX6cO2QycXk72g%2FtRa09P%2FOKyacWsKF%2BpBvWrTbdktwDKxrTnMIaO3MFmISHXiF%2F9%2F4h2%2FiLR3ATenSuKJQ0zApP16kQvdHalThHkHj72odeTGJbHBdak7GQDKS%2Ba1YQYlE0n%2B27W8DMaEbXCj8utrIuCpl2Bnlok9ebNglIWX%2BaluBdC4bOq2rHODnF3xwXdBV16V6RHfN4skLWLqXZRA%2FuH6QNgVCcOQUlvV2c9qYTWSf2epVERE%2BgS7DjQ9B6XU10W4EONvm4tzqIG6Z9IaorbqzNbyguuDz6zxiZlkxwcxI3fCEIKwwj%2B6JbkcBWI7bnMXv3Ynyy%2Fho0xW65SSS7JLgbyw6PizIoKRvF7Qe3VdhotNv6WsEOYmFX8o0293hIaxViSJGJIAxqCe9EXaX6VKqDNqgK6koU%2BK3zPxrSktnMWk9lPtX7hV3rhjz1S2n%2F1QQTAQInIxa5Klc5GslI%2FZWvWq3ZmTR9n2GBUy5xl5OJBJ6L5F8%2Fo6d1mhupNCIvTIcXOhEePyAhLt%2BDc1G9RuPpWbQ3ziL7uIddmv%2FsRZ2WNOMMLHFrLUuadgrZuSj%2Fjhzo0sn3Dow9vNUuK%2BXbNoSAkyjgRmXysbfxDb%2F0CMT23VCX49WLz2uUnKA9S9jGrGFT7MDphB2iEuJO0XvL6VRvpReB7aI%2FBvEWocOxooBowPsQOV7XaVc2s0evBfwnmPpXe1YlkkMPiCYrlEJA8fJGeYW4MWBdbwCwWRYz6crGukRTZgrxrkACQWRQ6KGzx%2FF1R641wQhpVu529XFPFv%2F%2B7GSj0Dm3nL0TKueSrYCWVd5Ia1tIqC%2FMd%2B6DEZNuGhYT7vZVTFtNGvptN9s7KnB7M0y84NMubddGCAspZOTvQWTtXsHhkVpvXvSpoMsCh3OFLbAy2Nbx2GYC%2BvkOllEzVNPqaGHaSL0%2FxfAVSbXGh0kmbM9%2BrXDd24QFNpd4C7wracF7fIbbpVjdWMjWeAeaukLFg3si%2BgmtCY%2FQE,3,0,0,0,0,#664359717,NA,"XL - extra grande,L - grande,M- mediano",Roda,NA,Vintage,Abierto,NA,tela,NA,NA,Unisex,NA,NA
62, Casco Abierto Joe Rocket Rkt 4 Series Negro Mate ,"1,499",NA,92,11,12 meses,148.09,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.9,17,https://perfil.mercadolibre.com.mx/SIGMA,https://articulo.mercadolibre.com.mx/MLM-628178801-casco-abierto-joe-rocket-rkt-4-series-negro-mate-_JM?searchVariation=39296541277,14,2,0,0,0,#628178801,NA,"S,M,L,XL",Joe Rocket,RKT 4 Series,RKT4,Abierto,Con lentes internos,Hipoalergénico,Aleación termoplástica avanzada A.T.P.A. ?,Adultos,Unisex,NA,RKT4
63, Casco Dama Faseed Fs-701 Abierto Lips Certificado Ece ,950,NA,62,13,18 meses,52.78,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,5,3,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-565444786-casco-dama-faseed-fs-701-abierto-lips-certificado-ece-_JM?searchVariation=32468881747,3,0,0,0,0,#565444786,"L (59 - 60 cm),M (57 - 58 cm),S (55 - 56 cm)",,Faseed,FS-701,FS-701,Abierto,Simple,Textil,Termoplástico,Adultos,Femenino,NA,NA
64, Casco Joe Rocket Rkt 14 Blanco Iridio / 2 Micas ,"2,599",NA,40,2,18 meses,144.39,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,23,https://perfil.mercadolibre.com.mx/ZAMUDIO8AA,https://articulo.mercadolibre.com.mx/MLM-661021767-casco-joe-rocket-rkt-14-blanco-iridio-2-micas-_JM?searchVariation=31987474179,18,4,0,0,0,#661021767,NA,L,Joe Rocket,Rkt,Rkt-14,Integral,Doble,Resina termoplástica,ABS,Adultos,Unisex,NA,NA
65, Casco Dama Abatible Faseed Fs-907 Fashion Certificado Ece ,"2,060",NA,40,8,18 meses,114.44,NA,Llega gratis el martes,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,5,https://perfil.mercadolibre.com.mx/SKULLGUARD_MOTO,https://articulo.mercadolibre.com.mx/MLM-610346429-casco-dama-abatible-faseed-fs-907-fashion-certificado-ece-_JM?searchVariation=36077174801,3,1,1,0,0,#610346429,"Blanco/Rosa,Negro/Rosa","L (59 - 60 cm),S (55 - 56 cm),M (57 - 58cm)",Faseed,Faseed,FS-907,Rebatible,NA,NA,ABS,NA,NA,NA,NA
66, Casco Abatible Negro Mate Doble Certificado Dot Ece Envio ,"1,299",NA,274,82,18 meses,72.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.7,24,https://perfil.mercadolibre.com.mx/REMATESDELCENTROPUNTOCOM,https://articulo.mercadolibre.com.mx/MLM-553343875-casco-abatible-negro-mate-doble-certificado-dot-ece-envio-_JM?searchVariation=28662764648,18,5,0,1,0,#553343875,NA,"M MEDIANO 57-58,M L XL,GRANDE L 59-60,M",WINMEX,Abatible,9984DOTECE,Integral,Simple,Poliestireno,Tricomposite,Adultos,Unisex,1.4 kg,DOT
