search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Respuesta máxima en frecuencia,Respuesta mínima en frecuencia,Peso,Tipos de parlante,Voltaje,Cantidad de parlantes,Sensibilidad de entrada
158, Parlante Portatil 12 Luz Led Disco Bluetooth Radio Microfono ,4999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				53
				vendidos
			
		",(50 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.0,1,https://perfil.mercadolibre.com.ar/INGETEC,https://articulo.mercadolibre.com.ar/MLA-696081605-parlante-portatil-12-luz-led-disco-bluetooth-radio-microfono-_JM,NA,NA,NA,NA,NA,#696081605,Daewoo,NA,D1001,NA,Subwoofer,NA,Columna,NA,Entrada para Micrófono,NA,NA,NA,Portatil,NA,NA,NA
159, Parlante Portatil Bluetooth Beat Mini Pill Manos Libres ,353,NA,"
			
				Nuevo
			
			
				
					 - 
				
				147
				vendidos
			
		",(986 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-690178681-parlante-portatil-bluetooth-beat-mini-pill-manos-libres-_JM,NA,NA,NA,NA,NA,#690178681,Genérico,NA,MIni Pill,3 W,Activo/Pasivo,De piso,Ovalado,NA,NA,NA,NA,NA,NA,NA,NA,NA
160, Parlante Bluetooth Portatil Logitech X50 Celular Aux ,700,NA,"
			
				Nuevo
			
			
				
					 - 
				
				154
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,23,https://perfil.mercadolibre.com.ar/JFCELECTRONICA,https://articulo.mercadolibre.com.ar/MLA-738035240-parlante-bluetooth-portatil-logitech-x50-celular-aux-_JM,15,1,2,3,2,#738035240,Logitech,NA,X50,3 W,Tweeter,NA,Caja,NA,Auxiliar,NA,NA,142 g,NA,NA,NA,NA
161, Parlante Portatil Bluetooth 242 Usb 2 Mic Karaoke Recargable ,1199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				113
				vendidos
			
		",(891 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,3,https://perfil.mercadolibre.com.ar/MONA-FELISA+OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-635606571-parlante-portatil-bluetooth-242-usb-2-mic-karaoke-recargable-_JM,2,1,0,0,0,#635606571,Link Bits,NA,RFR-242,8 W,Portátil,De mesa,Maletin,5.1,Auxiliar,NA,NA,1 kg,NA,NA,NA,NA
162, Parlante Portátil Bluetooth Mp3 Sd Radio Fm Mini Recargable ,335,NA,"
			
				Nuevo
			
			
				
					 - 
				
				299
				vendidos
			
		",(44 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,7,https://perfil.mercadolibre.com.ar/CDORPR,https://articulo.mercadolibre.com.ar/MLA-659988489-parlante-portatil-bluetooth-mp3-sd-radio-fm-mini-recargable-_JM,5,2,0,0,0,#659988489,Seisa,NA,yx-s10,3 W,metalico  bt,ambientes,bt,1 canal,Auxiliar,NA,NA,NA,Mini tweeter,5V,NA,NA
163, Parlante Portátil Bluetooth Para La Ducha Resistente Al Agua ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1667
				vendidos
			
		",(995 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,89,https://perfil.mercadolibre.com.ar/OPORTUNIDADESVIP,https://articulo.mercadolibre.com.ar/MLA-641531629-parlante-portatil-bluetooth-para-la-ducha-resistente-al-agua-_JM,44,16,19,4,6,#641531629,Genérico,NA,Unico,3 W,NA,baños,Redondo,5.1,NA,NA,NA,NA,NA,NA,NA,NA
164, Parlante Portátil Bluetooth 2000 Watts ,2299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				134
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,728,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-720314776-parlante-jbl-go-2-bluetooth-portatil-sumergible-original-go2-_JM,603,110,14,1,0,#720314776,JBL,NA,GO 2,3 W,Pasivo,NA,NA,NA,Auxiliar,20 kHz,180 Hz,NA,NA,NA,1,80 dB
165, Parlante Jbl Go 2 Bluetooth Portátil Sumergible Original Go2 ,4799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				177
				vendidos
			
		",(323 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,24,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-685038875-parlante-3000w-portatil-bateria-bluetooth-mic-inalambrico-_JM,13,6,3,2,0,#685038875,Amwood,Bateria Portatil,10 3000w,60 W,Woofer,Centro,Caja,Inalambrico,NA,NA,NA,NA,Woofer,220V,NA,NA
166, Parlante 3000w Portatil Bateria Bluetooth + Mic Inalambrico ,2899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,4,https://perfil.mercadolibre.com.ar/GOUFITARGENTINA,https://articulo.mercadolibre.com.ar/MLA-767527918-parlante-bluetooth-xiaomi-mi-speaker-original-llamadas-_JM,4,0,0,0,0,#767527918,Xiaomi,Mi,Bluetooth Mi Speaker,NA,Subwoofer,indoor outdoor,Caja,5.1,Auxiliar,NA,NA,270 g,NA,NA,NA,NA
167, Parlante Bluetooth Xiaomi Mi Speaker Original Llamadas ,6699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				52
				vendidos
			
		",(50 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/BH+COMPUTACION,https://articulo.mercadolibre.com.ar/MLA-774631933-jbl-flip-4-parlante-portatil-bluetooth-sumergible-original-_JM,1570,229,30,6,4,#774631933,JBL,Flip Series,Flip 4,16 W,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
168, Jbl Flip 4 Parlante Portatil Bluetooth Sumergible Original ,5499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				228
				vendidos
			
		",(472 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,50,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-673019118-parlante-12-portatil-bateria-bluetooth-potencia-2000w-radio-_JM,28,17,5,0,0,#673019118,Harrison,Multifuncion,Harrison,100 W,Woofer,Centro,Caja,Radio,NA,NA,NA,NA,Woofer,220v 12v,NA,NA
169, Parlante 12 Portatil Bateria Bluetooth Potencia 2000w Radio ,6130,NA,"
			
				Nuevo
			
			
				
					 - 
				
				52
				vendidos
			
		",(1 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,7,https://perfil.mercadolibre.com.ar/PRINTER_SHOP,https://articulo.mercadolibre.com.ar/MLA-714722411-parlantes-bluetooth-sony-srs-xb21-extra-bass-refurbished-a-_JM,4,3,0,0,0,#714722411,Sony,EXTRA BASS,SRS-XB21,20 W,Subwoofer,Sin Lugar,Caja,2.1,NA,NA,NA,NA,NA,NA,NA,NA
170, Parlante Bluetooth Portatil 24w Decoracion Madera Auxiliar ,2399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				40
				vendidos
			
		",(19 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/VIRTUAL-HOUSE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=F0JYSjVvZiLmW864H5jInIe9YgJ5gugkI4Y6yx010rYFsiFjm8FPCi%2BdB%2BjVEDjGtM4d5YsV%2FYoVUFaAxI%2Bv%2Fe1m4qC8G%2F%2BCGuxuqkOOhC4TZ2jpnt3Q7PJ2KyICS6AgyzzipxGcTu%2FdFbZx0JzCBKuskkXiqPjPfyj%2FcFYRHiMzgwOhSJ%2BnHb8l6P0vhRFsuLTw50qdh4E9WMO6TDh8%2ButjEOf%2BnswpvFjp0S%2FF0%2FPRKyFvNQ3eYCFV9cKYfbOJEyntduI8DJuqiKVn806CuZX4lj46mZGmmiTDDMtqyNN1yZd3ml0q6AFiTijhxv%2FIEk98%2BhyAX8cO5UR0Az1QVF2hYDiRXV80uub944xl8%2FfYggMkE9ijWdFKP6GUrtCWxEZ2CIsiDjvslG4iE0kHpLmOPKicr2bhswqd9I63huA2LLzs%2Ft8BmEkPtJ9WjQVJv0kG2L6ln0%2BC%2FnWPv2w52jfqEUS0sXcfp%2F7xBjYivXtLxG76AWr8EScXv3N4yKbGgN39e6K%2FB6SGzuH18t956gmwMHokpBm65TNKy5jfpRxZVOkeC2DRzPDkOYRYInxZKv5sku8LYpcpREjc8xT2tWRu%2FdxLVU8u85colYdphhVnDpKxU%2FAry7dWUlf7tj1PnwESMQ7wgHN4JwjxdqFYAXI4MMg04FCnh1hZwHnGiJ8wxXiKWo9QKacS2FQFDSCqGALPUD4bHabOvsCA6l3YgHcfsDszKZ4%2BW8jaqEiMAMx0SqoQ6VscVxtWld5hUEb4rKxE1drw6j7Th9KupeEOB3MrwA21U6Tc2dVDZxE6fZK1Bcq36zFpP2v%2BhtjCnnq331y0TsbrlI1XqQ4Mea3EWhL%2BNMaIZ4A%2B9FstdHJ1QXSCNME7S9AqTsjj0a7XmvdVu48v81AFmedfodikVHMd18ulX0Xi5ZntYyKT6No%2FzIq8mQyJ%2BfFuTeMlpc3uAQbeRwqaPFqicjLppXb96Bk6O4W1xq3Hb66DijPAlZfgNltD0VehCLeXpA6DvELJDl6NEMiHsjumwfFdqRaHBXsB12kL4Het8ZKZ7b9pFFLtlXLUjqj1%2FqIofJGThbnsTlhQOhAhet32MOHb%2FdlLAfuOoUwu4hTMH55xq7xKvhnbtznin98xwF1D3dlCLyAwJgqgEiieJa%2FDEI%2FECCn9fE0OXvOorQNfqjast%2FMVT9Z0DCciXcrrvBPSJP3exKClfx%2BCv0frUY4uxrR%2Fa8KogC8f2Hw%2FUiJvG%2BXqqQQdYRpuJMiUZAslkp1IGYNGmQXFIs4fSAYbgziJn9KdXTWium9PIMwwe7MRLnPaGtD47XVSSIhf272g58L6tv%2BZv78Z0oNUuTjEIP28ucLsfqCgjQP0mhwvVp%2FDXegWRDQm0RMXmSzIgbdClrEGkUL2MmQ4dxeaP2%2F8cIZUweeLeR59oxTBCYdaX%2F34asebl3gxHCBAVo%2BOF7rLymSClj3VBX%2BiFRox3GHmR0mrFXqCBH%2Bb4xRup%2BM%2BMCw0EQelAqhFLGTJc9PBKM1VlaB4SNnsmyzIN4LMaFcG5gYsit9dOCkmSBOCqaDg%2FsUG8n1zmi5sLv0WYZSEiZwdnvQvWevrzAkusiq2Hsm3g7h36OqjVI6FMsNfDa3uLnM3qnoWqQsg4lxOnJqp%2FZWYNdjW%2B9pXPWICRwsWfN%2B9LCUGdqa%2Bog%3D%3D,573,106,9,0,1,#680355400,JBL,NA,GO 2,3 W,Activo,"Celular, Notebook",Caja,NA,NA,NA,NA,130 g,Tweeter,NA,1,80 dB
171, Parlantes Bluetooth Sony Srs-xb21 Extra Bass- Refurbished A ,1849,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(22 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/BH+COMPUTACION,https://articulo.mercadolibre.com.ar/MLA-779476637-parlante-jbl-go-2-bluetooth-resist-agua-3w-nuevo-modelo--_JM,573,106,9,0,1,#779476637,JBL,NA,GO 2,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172, Parlante Jbl Go 2 Bluetooth Resist Agua 3w Nuevo Modelo ! ,6999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				77
				vendidos
			
		",(100 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/TIENDAEASYSHOPPING,https://articulo.mercadolibre.com.ar/MLA-762216769-parlante-bluetooth-jbl-flip-4-original-iphone-android-_JM,1570,229,30,6,4,#762216769,JBL,Flip Series,Flip 4,16 W,Activo,"FIESTA, HOGAR, OFICINA",Caja,2.1,NA,NA,NA,515 g,NA,NA,NA,NA
173, Parlante Bluetooth Jbl ® Flip 4 Original iPhone Android ,1186,NA,"
			
				Nuevo
			
			
				
					 - 
				
				65
				vendidos
			
		",(148 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,5,https://perfil.mercadolibre.com.ar/SEACOM-WEB,https://articulo.mercadolibre.com.ar/MLA-761300056-parlante-portatil-bluetooth-usb-sd-fm-linterna-camuflados-_JM,2,1,1,1,0,#761300056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174, Parlante Portatil Bluetooth Usb Sd Fm Linterna Camuflados ,3402,NA,"
			
				Nuevo
			
			
		",(5 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/CELL-ONE+ARGENTINA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=tb0cZd4UuDfzlaIoVjFNR3bVMdAHOSJWvTGxI8F%2BbMeAmFFSy%2BAd%2BRzyngCB%2BY4VP%2BBFvWsyQIAF0NcNv4OcdQDoDZPPYcfL29yKGlr%2BU2llK0%2BNFZrFoYVxwnDbmeaFHm7nEOmVvKFCOhm%2FUrkqSxLBY2Wqctb6%2BQXeXSxY0%2FPYnxvwzBtMP8b9OaBM0hanhrxtVcEuL5aS55pHSBJcEi%2FjBIQgb35GIRJ%2FUk2IeLJ5KyvSlnEfICsxmIgzAs0KOcoyNc%2FSRsYikxbyjml7tPzEoGUcwvkXcjlfdEDH7RHPdandXY5B6rQ2IbLU%2FoXBJFLMLr0f8X%2FW86st%2Fkxxj%2BYsvXyzPXs0smPt3HO478jw3Cc8mbajCPEWqMefrqeH68iJYZQeFcDchUTKXhkert8te0i53u2NAxNHeUvjV4L1UyxHi4QBdq3NeZtWBQP57GZo2RvmZMron%2BxMefe12uPhJP4yC0nicxzvgcCccACV7CXVkp8plIzrJqmLfI8JFANHgo2RIMUCmRUjGocUYdoX38oMfdoMr2dFRd3VmfpUqQnRErw%2F0VIxgYUGcTb243mY0Tw48%2FtAb6Pmgvq%2FGgfdR7OKodbLve2PhA0h6d3mX9GSl01NBjkrKRhzEXzAmM5n%2BSykep7GEvn8li3KqcKMozmBhPgXe5NPZysaKwJPsxXG01okQoQWIk3HQq6QoSmV0V6V3UyG2wSxbWpdHV%2Bq3c2mdIxaBxF4Xoja15Ur7FoBRHsey8yEYZPyDCylBEdyC8IuIP%2Fylp%2F2xNr01PJFjOeKc4GmadheCdO7JDEHXI%2B%2B1qnbVVtJJOvXCu38Mll15N5bMys21v3jw6rAD9a6XgSgAKSVbQOmRcK1jJwD1Sbz7w3molOm7XtLUld1zGPZRlu5b3rEWGJ01yghFiTa4MpJJNJCrVZ5CBA0BHYPEiTX7aDJor1KsAPMs55V7EJLRVNPVIi3PXXUetwMzj499pRkcz%2FC8QfocOx1TBUc2mebDP74JHhO5kqWNeCcBTVfTpKlThuTpdwzBrCtzDggmXqVP3%2B8O1NCnacJXZE1KuaHOkZQwfC%2FCkKQYHuVsUcXP%2F2G26vOk%2Fy1hvl3HJgeMGB%2FiXfhB0V7oGgXTsGLLmHXkMpHpiEJWUwrUCySsLTTxiO%2FNAkzva5dcQ%2BcMQ8hb5ZidzK4uwPqFKaPffp5Ysw62UNG5VXRNrzaojHQKFCEDaOGgXVNY8MSRS8zIaTSI6AL67oQh%2BUEGHS0Kp9bbo0%2BDywt7BW1dEbOeJA8SAj2%2FDtH8RveomYOBEad4sWUk0VIYSQRxbCYxNu3L%2FBejxLfZWjP95Zs%2BnoFZbEWOmd50EgI5m6nkXBa%2F0fJ%2Bey%2BBF92hYOj2bKiDZCnCHHcw56QN6g54xk25GpSim8WL5ZU%2BBHRCwxfbDnPevIxvdtfyH7y%2FS%2FfL7pHqk0P%2FAXjLNaTNlFmQE2whjwODn338DgEMGKsSgC4scKDnUCSMG51I4JZfFSITNnd%2FjJEtgFlW9%2BOSy4pM3j5SYAditKnPuZxTCBqROrpytb9rQDjRSTw581X7vNwZpR6c4%2B8l6Rio5%2Fwc4tsrdPQ%2Bex0z1ia%2F9PdFX10%2Ftgmf8QnuWiYy1RbkhpXRAjngEJwbp%2BQx%2Bg%2FqORoRX8NIa%2BA%2BfE%3D,NA,NA,NA,NA,NA,#756328914,JBL By HARMAN,NA,Clip 2,3 W,Activo,NA,NA,NA,NA,NA,NA,184 g,NA,NA,NA,NA
175, Parlante Inalámbrico Bluetooth Philips Sb500a/00 Portatil ,7499,NA,"
			
			
				
				122
				vendidos
			
		",(164 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,31,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-682121125-parlante-inalambrico-bluetooth-philips-sb500a00-portatil-_JM,28,3,0,0,0,#682121125,Philips,ShoqBox,SB500A/00,30 W,Activo,NA,NA,NA,NA,NA,NA,NA,Portatil,NA,NA,NA
176, Parlante Jbl Go 2 Original! Bluetooth Ramos Mejia ,1099,NA,"
			
				Nuevo
			
			
				
					 - 
				
				112
				vendidos
			
		",(32 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,7,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-703418505-kit-monster-original-auricular-parlante-bluetooth-regalo-_JM,7,0,0,0,0,#703418505,Beats by Dr. Dre,NA,COMBO Paulo Dybala,3 W,portatil,universal,portatil,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
177, Kit Monster Original Auricular + Parlante Bluetooth + Regalo ,2199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				34
				vendidos
			
		",(232 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/OFERTAS+INFORMATICAS,https://articulo.mercadolibre.com.ar/MLA-783926087-parlante-portatil-jbl-go-2-bluetooth-iphone-android-original-_JM,573,106,9,0,1,#783926087,JBL,NA,GO 2,3 W,NA,NA,NA,NA,NA,NA,NA,NA,no aplica,NA,NA,NA
178, Parlante Portatil Jbl Go 2 Bluetooth iPhone Android Original ,2999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(48 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,30,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-767827831-parlante-portatil-qfx-8-bluetooth-radio-fm-usb-bateria-_JM,19,7,2,0,2,#767827831,QFX,PBX-8,party speaker,NA,Woofer,NA,Caja,NA,NA,NA,NA,NA,Woofer,9V,NA,NA
179, Parlante Portatil Qfx 8'' Bluetooth Radio Fm Usb Bateria ,15799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				18
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/MAKKASAR,https://articulo.mercadolibre.com.ar/MLA-734273137-marshall-acton-parlante-musica-bluetooth-40-watts-_JM,NA,NA,NA,NA,NA,#734273137,Marshall,NA,Acton,50 W,Activo,NA,portatil,NA,NA,NA,NA,NA,portatil,NA,NA,NA
180, Marshall Acton Parlante Musica Bluetooth 40 Watts ,1945,NA,"
			
				Nuevo
			
			
				
					 - 
				
				62
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/LAB+DESIGN,https://articulo.mercadolibre.com.ar/MLA-792129062-parlante-jbl-go-2-original-varios-colores-envio-sin-cargo-_JM,573,106,9,0,1,#792129062,JBL,NA,GO 2,3 W,Activo,NA,CUADRADO,NA,NA,NA,NA,184 g,NA,NA,NA,NA
181, Parlante Jbl Go 2 Original Varios Colores Envio Sin Cargo ,4989,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(986 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,3,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-756783271-parlante-portatil-bluetooth-4000w-winco-w248-fm-usb-mic-_JM,2,1,0,0,0,#756783271,Winco,W,W248,4000 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, AUX, Micrófono x 2.",NA,NA,NA,Woofer,220V,NA,NA
182, Parlante Portátil Bluetooth 4000w Winco W248 Fm Usb + Mic ,5979,NA,"
			
				Nuevo
			
			
				
					 - 
				
				97
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/IZALO+TECNOHOGAR,https://articulo.mercadolibre.com.ar/MLA-679936159-izalo-parlante-jbl-flip-4-bluetooth-portatil-original-_JM,1570,229,30,6,4,#679936159,JBL,Flip Series,Flip 4,16 W,Pasivo,portatil,NA,NA,NA,NA,NA,NA,NA,220,NA,NA
183, Izalo: Parlante Jbl Flip 4 Bluetooth Portátil Original ,2199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				100
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,689,https://perfil.mercadolibre.com.ar/TIENDAEASYSHOPPING,https://articulo.mercadolibre.com.ar/MLA-658350175-parlante-jbl-go-2-bluetooth-portatil-100-original-garntia-_JM,573,106,9,0,1,#658350175,JBL,Go!,2,3 W,Portátil,"FIESTA, HOGAR, TRABAJO",Caja,2.1,NA,NA,NA,NA,NA,NA,NA,NA
184, Parlante Jbl ® Go 2 Bluetooth Portatil 100% Original Garntía ,1490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				67
				vendidos
			
		",(982 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-678843750-parlante-bluetooth-karaoke-portatil-usb-fm-luces-microfono-_JM,NA,NA,NA,NA,NA,#678843750,Otras Marcas,MS,MS-105BT,NA,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono.",NA,NA,1.5 kg,Woofer,usb,NA,NA
185, Parlante Bluetooth Karaoke Portátil Usb Fm Luces + Micrófono ,275,NA,"
			
				Nuevo
			
			
				
					 - 
				
				54
				vendidos
			
		",(920 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,3.5,2,https://perfil.mercadolibre.com.ar/ITPROUSER,https://articulo.mercadolibre.com.ar/MLA-762274906-parlante-bluetooth-inalambrico-resistente-agua-sopapa-ducha-_JM,NA,NA,NA,NA,NA,#762274906,U-Print,NA,BTS-06,5 W,Mini tweeter,Portátil,Convencional,NA,NA,NA,NA,NA,Portátil,NA,NA,NA
186, Parlante Bluetooth Inalambrico Resistente Agua Sopapa Ducha ,5609,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(960 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1839,https://perfil.mercadolibre.com.ar/RAPIDA_ENTREGA_,https://articulo.mercadolibre.com.ar/MLA-666045754-parlante-jbl-flip-4-bluetooth-iphone-micro-usb-gtia-fact-a-b-_JM,1570,229,30,6,4,#666045754,JBL,Flip Series,Flip 4,16 W,Altavoz,NA,NA,NA,NA,NA,NA,515 g,NA,NA,NA,NA
187, Parlante Jbl Flip 4 Bluetooth iPhone Micro Usb Gtia Fact A B ,4999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				89
				vendidos
			
		",(17 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,12,https://perfil.mercadolibre.com.ar/EPARTNERSHOP1,https://articulo.mercadolibre.com.ar/MLA-700236412-parlante-bt-jbl-charge-2-eps-_JM,9,2,1,0,0,#700236412,JBL,NA,Charge 2,15 W,Activo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188, Parlante Bt Jbl Charge 2 Eps ,10999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,629,https://perfil.mercadolibre.com.ar/IGFSTORE,https://articulo.mercadolibre.com.ar/MLA-770533960-parlante-jbl-charge-4-original-100-usa-_JM,548,74,5,1,1,#770533960,JBL,NA,Charge 4,30 W,Super tweeter,NA,Caja,NA,NA,NA,NA,NA,Super tweeter,NA,NA,NA
189, Parlante Jbl Charge 4 Original 100% Usa ,13998,NA,"
			
			
				
				51
				vendidos
			
		",(36 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,50,https://perfil.mercadolibre.com.ar/THONETANDVANDER?brandId=370,https://articulo.mercadolibre.com.ar/MLA-729088488-parlantes-bluetooth-kurbis-con-parlante-portatil-de-regalo-_JM,27,20,2,0,1,#729088488,Thonet & Vander,Classic 2.0,Kürbis BT,68 W,Parlante,Living,Caja,2.0,"RCA, BLUETOOTH, 3.5"" STEREO",NA,NA,NA,NA,100VAC ? 240VAC,NA,NA
190, Parlantes Bluetooth Kurbis Con Parlante Portatil De Regalo ,4199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				100
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,12,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-630926188-parlante-inalambrico-karaoke-noga-fm-usb-sd-2-microfonos-_JM,8,3,1,0,0,#630926188,Noga,NA,NG-1P,45 W,Portátil,De piso,Caja,2.1,NA,NA,NA,NA,Subwoofer,NA,NA,NA
