search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Color,Tipos de parlante,Peso,Conectores de entrada,Línea,Tipos de filtros del parlante
35, Parlante Bluetooth Usb Sd Bowmann Bts-500 ,199,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/COMERCIALCAPABLANCA,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=%2BBJRTOZAxkWuExyRjXXg95lvHm3WaibTFKcLnv9qvqXhcj0gFoZBq8uAMy00Q9FS2NTtYW%2BWxp0a1DyMcwfsKfbomKseIc8tp49MQEN01vvWDiccG9zhGRbF2EyMOTxkWU7Cgyed1bRdTav5z1Qt5Ar81OJPhfoyJxzNpHAtvXSer2m5gLiq1sLHEEJSnXM6S9DS8zVX1y6Y2HCQ7vslp1sNLoproTbjdtG0SdKGMmdU0vvF0sID4KdvhoHsbb3wxJQyra8A7V1N4KyfIMGrt3XyjOzxXwBNZVfuwZls18X9L9c2lsnCDdzggQ7pVaktsJgx3T0dBTKH5DaYrJDS49yL8HDKLQXVokRBxk3yJfS6zeFjPPM%2FDd1CFWzg9CbHFBSM%2FXKbR4BVFQXyyuv0H3zYW7rlgdDy2ltAiHHv2dDZnrDgamXpE0E6uEw7wrhxdwOXllI6cMt7TFZUBAyxs3RRuhFYZA30h8pZ%2FLJaE%2FYrXLQmARRGhjhiVgUoQDtoxkZISAso2tfRGCxSOcHpyYv5ZN2XyMrqc0mtAAYMRv1AUfui3zUvtbXrS5xewbW2qm4WTUHwo7RpQGtzEVwx66Kk4yEvvx27RF7eju76W7e%2FDNzQRfZP6ur5jvOFTzr%2B8NNO1UC%2FNkWE39m4fYCiYijOJJoFa7bjgVYeok8c1a1NMwLdjPu8irPsHxD2aVGQfesbmAs3rVSFRZUYSJEyckpbRnK01UQtXK8%2BqtFjG1n6614MP21U3a%2BbQg%2Fq%2BxuKRZY6oXRwSc%2Fl3epl3WjM1OksI4AmFhCWku%2BIG6KEtCPII0Iu8akFNpRkdz4e5f4qQ1fGj10nk%2BAsFIVX2vx2LQq9W76SKZDtO8ogASreWCDEhT8%2BmAQkbcrRdppwhMKytnJYJ6y1zH8y%2Bygh%2BUa8YKr%2FZsmxgvNMW0V%2Fvwrd9Mv9DrYoFA8M8n3kVDeybSEVmTxjsyn1lfyR4H5C75xrhI7PjR8GJO47NkF5CyY%2Fj07aL%2FaPop8h7BHwtkswLRK0VVRSfVDHuhz0UqC7%2B60g0RVbQ7s72BttT9VQx1KhIfMsjzrYXboYbN3U2Cd%2FxPPlt%2BdJtCURKoTQo6OAcBIz36NhqHbd1SGvPviGfP%2FGpgQW7ncJ8FLLTGRjTJ%2BafPjJa4yMviNQ9hXSyxycXsha09bj1cLdMMptrYq7C6HVpIH%2BqE6RNxl%2BTF66%2F265wFVsl%2B4CU4tLPFzhCPReEMiFtybX5FRIAabDvFsxeW12JX6sX0emG4KKqMPjREZMHzwLv6x%2BPbL6TTQtEQMt4OtKa55ks7MBeHiC0KkGpHHTuAQSunv3yL%2Fqa42AMqJiKviJiEQB2LWdmikrqnlX6fOWYEvassH%2FLlo2oqur65hDU6YfKlWP5h2hMPXtXhKTNeDBHW0Yg83JeUW6wrmC9G5CbzjjOFbNw739Rd%2FkZrpi5CDRGoFwPhaEtzwWo47Kelv6WsES4ZBtQqQHV6%2FulCSp6hpLG74uyYi5zUs1HzJub%2BhBgIY%2Bf1Hp5GsaScDS4ocsYyjoGHcHlaF49O09UNPMjOR0Xmour7DgauaJ0vszHSG%2BZWuKHcwZfFx0ZjyOEh4rCAyerHJPmJuIM4TOXf8NSw9cJsZ8qNs534U8dazRTvbXuDFajB7h2p6WGIKKX4rAFDdGmvzz4%2Bg22ftPxyEx2Dc%3D,NA,NA,NA,NA,NA,#435788450,NA,NA,NA,NA,NA,NA,NA,NA,NA
36, Parlante Sony Bluetooth Extra Bass Inalámbrico Xb41 (negro) ,550,NA,18,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-431904355-parlante-sony-bluetooth-extra-bass-inalambrico-xb41-negro-_JM#position=36&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,1,1,0,0,0,#431904355,Sony,NA,NA,NA,NA,1500 g,USB,EXTRA BASS,NA
37, Microfono Bluetooth Karaoke Parlanrte Inalambrico Delivery ,99,NA,8,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/IMPORTACIONESMYJASOCIADOS,https://articulo.mercadolibre.com.pe/MPE-434083302-microfono-bluetooth-karaoke-parlanrte-inalambrico-delivery-_JM#position=37&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,0,1,0,0,0,#434083302,NA,NA,NA,NA,NA,NA,NA,NA,NA
38, Parlante Bluetooth Radio Usb Halion 8w Manos Libres ,45,NA,16,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSWALDO+VALVERDE,https://articulo.mercadolibre.com.pe/MPE-432544632-parlante-bluetooth-radio-usb-halion-8w-manos-libres-_JM#position=38&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#432544632,Halion,HA-S35,30 W,Negro,Super tweeter,NA,Auxiliar,NA,Pasivo
39, Parlante Tronsmart Force + Plus Ipx7 40w Sd Extra Bass 2019 ,230,NA,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GRAFOPERU,https://articulo.mercadolibre.com.pe/MPE-437604895-parlante-tronsmart-force-plus-ipx7-40w-sd-extra-bass-2019-_JM#position=39&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#437604895,Tronsmart,ELEMENT FORCE PLUS +,40 W,NA,NA,NA,Auxiliar,NA,NA
40, Parlante Activo Bluetooth 12 Pulgadas +microfono Inalambrico ,395,NA,4,96,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-428023951-parlante-activo-bluetooth-12-pulgadas-microfono-inalambrico-_JM#position=40&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#428023951,NA,NA,NA,NA,NA,NA,NA,NA,NA
41, Jbl Flip 4 Parlante Bluetooth Original Acuático / Tienda ,339,NA,12,993,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429636474-jbl-flip-4-parlante-bluetooth-original-acuatico-tienda-_JM#position=41&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,1,0,0,0,0,#429636474,JBL,Flip 4,NA,NA,NA,NA,NA,NA,NA
42," Parlante Tronsmart Element Mega 40w,.bluetooth 4.2, Nfc ",215,NA,11,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-421964989-parlante-tronsmart-element-mega-40wbluetooth-42-nfc-_JM#position=42&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,1,0,0,0,0,#421964989,Tronsmart,Element Mega,40 W,NA,Bluetooth,NA,NA,NA,Activo
43, Mi Bluetooth Speaker Parlante Bluetooth Xiaomil Mdz-26-db ,138,NA,3,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-436048626-mi-bluetooth-speaker-parlante-bluetooth-xiaomil-mdz-26-db-_JM#position=43&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#436048626,Xiaomi,Mi Bluetooth Speaker,6 W,Dorada,NA,270 g,"Plug, Lector SD",Mi,Activo
44, Amazon Echo Dot 3ra Gen Español Alexa Tienda En San Isidro ,238,NA,16,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-434754150-amazon-echo-dot-3ra-gen-espanol-alexa-tienda-en-san-isidro-_JM#position=44&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,0,1,0,0,0,#434754150,Amazon,NA,NA,NA,NA,300 g,NA,NA,NA
45, Parlante Bluetooth 6000w Microfono Ruedas Klip Xtreme Kws920 ,999,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-431951347-parlante-bluetooth-6000w-microfono-ruedas-klip-xtreme-kws920-_JM#position=45&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#431951347,NA,NA,NA,NA,NA,12.5 kg,NA,NA,NA
46, Parlante Micronics Jazz 1 70w Bluetooth Radio Usb Sd -negro ,159,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-431001610-parlante-micronics-jazz-1-70w-bluetooth-radio-usb-sd-negro-_JM#position=46&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#431001610,NA,NA,70 W,NA,NA,NA,NA,NA,NA
47, Jbl Charge 3 Parlante Bluetooth Acuatico Sumergible Portatil ,529,NA,3,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432339590-jbl-charge-3-parlante-bluetooth-acuatico-sumergible-portatil-_JM#position=47&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,1,0,0,0,0,#432339590,JBL,Charge 3,20 W,Como,NA,NA,NA,NA,Pasivo
48, Parlante Jbl Flip 4 Bt 100% Original 12 Horas 16w Acuático ,349,NA,2,18,NA,NA,NA,Envío gratis a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-436598701-parlante-jbl-flip-4-bt-100-original-12-horas-16w-acuatico-_JM#position=48&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,7,2,0,0,0,#436598701,JBL,Flip 4,16 W,NA,NA,NA,NA,Flip,Activo
49, Parlante Jbl Xtreme 2 Bluetooth Harman 40w Impermeable 15hor ,949,NA,1,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-437719606-parlante-jbl-xtreme-2-bluetooth-harman-40w-impermeable-15hor-_JM#position=49&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#437719606,JBL,Xtreme,40 W,NA,Woofer,2.4 kg,USB,NA,Pasivo
50, Parlante Tronsmart T6 Plus 40w Oferta + Estuche ,259,NA,3,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VERTICELL+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-436996662-parlante-tronsmart-t6-plus-40w-oferta-estuche-_JM#position=50&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#436996662,Tronsmart,T6 Plus,40 W,NA,Bluetooth,NA,NA,NA,NA
51, [ ] Parlante Portatil Micronics Sound Master Bluethoot Micro ,290,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-436529376--parlante-portatil-micronics-sound-master-bluethoot-micro-_JM#position=51&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#436529376,NA,NA,NA,Negro brillante,NA,NA,NA,NA,NA
52, Parlante Portatil Bluetooth Recargable 8 Pulgadas + Pedestal ,285,NA,8,95,NA,NA,NA,Envío gratis a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425798995-parlante-portatil-bluetooth-recargable-8-pulgadas-pedestal-_JM#position=52&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,0,1,0,0,0,#425798995,NA,NA,NA,NA,NA,NA,NA,NA,NA
53, Gratis!!! Parlante Logitech Ue Wonderboom Bluetooth Ipx7 ,269,NA,3,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434462022-gratis-parlante-logitech-ue-wonderboom-bluetooth-ipx7-_JM#position=53&type=item&tracking_id=8a2cd39a-e1bc-4c1c-adf2-278189c6d75a,NA,NA,NA,NA,NA,#434462022,Logitech,NA,NA,NA,NA,NA,NA,NA,NA
54, Parlante Bluetooth + Subwoofer De 70 Watts Karaoke ,169,NA,42,191,NA,NA,NA,Envío gratis a todo el país,NA,NA,3.3,4,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-421436494-parlante-bluetooth-subwoofer-de-70-watts-karaoke-_JM#position=1&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,1,1,1,0,1,#421436494,Cafini,NA,70 W,NA,Subwoofer,NA,"USB, sd, bluetooth, fm, mic",NA,NA
55, Soundbar Samsung Con Woofer M360 Nuevos Sellados 200w ,399,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436238066-soundbar-samsung-con-woofer-m360-nuevos-sellados-200w-_JM#position=2&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#436238066,Samsung,M360,200 W,NA,Woofer,1.5 kg,Auxiliar,NA,Pasivo
56, Micrófono Bluetooth Con Parlante Integrado. / Entrada Usb ,49,NA,14,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-434148014-microfono-bluetooth-con-parlante-integrado-entrada-usb-_JM#position=3&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,2,0,0,0,0,#434148014,NA,NA,NA,NA,NA,NA,NA,NA,NA
57, Parlante Bluetooth 3000w Klip Xtreme Radio Micrófono Kls-750 ,799,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-433927289-parlante-bluetooth-3000w-klip-xtreme-radio-microfono-kls-750-_JM#position=4&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#433927289,NA,NA,360 W,NA,Subwoofer,13.5 kg,RCA,NA,NA
58, Parlante Portatil Bluetooth Maxtron Zenith 80w Led Ritmico ,130,NA,3,47,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666116-parlante-portatil-bluetooth-maxtron-zenith-80w-led-ritmico-_JM#position=5&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#434666116,NA,NA,80 W,Negro,NA,NA,Auxiliar,NA,NA
59, Jbl Pulse 3 Parlante Bluetooth 20w Luces Led Acuatico Tienda ,699,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432853236-jbl-pulse-3-parlante-bluetooth-20w-luces-led-acuatico-tienda-_JM#position=6&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#432853236,JBL,Pulse 3,20 W,NA,NA,NA,NA,NA,NA
60, Parlante Google Home Mini Asistente Voz 2018 Sellado Español ,184,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-435231077-parlante-google-home-mini-asistente-voz-2018-sellado-espanol-_JM#position=7&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#435231077,Google,NA,NA,NA,NA,NA,USB,NA,NA
61, Receptor Usb Aux Bluetooth Auto Equipo Sonido Parlante ,24,NA,118,882,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-419751157-receptor-usb-aux-bluetooth-auto-equipo-sonido-parlante-_JM#position=8&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,1,0,0,0,0,#419751157,NA,NA,NA,NA,NA,NA,NA,NA,NA
62, Lg Parlantes Bluetooth Pk7 40w Calidad Sonido Nuevo ,669,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-433443995-lg-parlantes-bluetooth-pk7-40w-calidad-sonido-nuevo-_JM#position=9&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#433443995,LG,NA,40 W,NA,NA,NA,NA,NA,NA
63, Soundbar Samsung Curvo Ms6500 Wifi Hdmi 450w Nuevo Sellados ,599,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436657284-soundbar-samsung-curvo-ms6500-wifi-hdmi-450w-nuevo-sellados-_JM#position=10&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#436657284,Samsung,ms6500,450 W,NA,Woofer,NA,NA,NA,9
64, Parlante Cafini Bluetooh Recargable Con Migrofono Vincha Isc ,59,NA,10,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-432430252-parlante-cafini-bluetooh-recargable-con-migrofono-vincha-isc-_JM#position=11&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#432430252,Cafini,ISC,NA,Verde lima,NA,NA,NA,NA,NA
65, Parlante Bluetooth Perrito Snoopy C/bateria Tflash (20w) ,59,NA,3,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243280-parlante-bluetooth-perrito-snoopy-cbateria-tflash-20w-_JM#position=12&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#436243280,NA,NA,20 W,NA,NA,NA,USB,NA,NA
66, Parlante Fiddler Fd-p08 Soundbar Bluetooth ,69,NA,4,222,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434653611-parlante-fiddler-fd-p08-soundbar-bluetooth-_JM#position=13&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#434653611,NA,NA,NA,Negro,NA,0.7 kg,USB,NA,NA
67, Combo Autoradio Bluetooth + Parlantes 16.5cm Aiwa Caw-8016bt ,299,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/COMERCIALCAPABLANCA,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=JL%2BCRF4CMQS4BJY9da4LeuMnnmaj%2F1dalt6LvA%2FNfVfRXqJAPmIVEDCcz9TenTvFzgxFzGDZQJc9B%2Fsh6zPNuscI4MCSDSC4O8EycjnBWlTh8gGDWg%2FWEzoQyNI593hxv5IT94gRhjgBakiuPpXUhQEb%2ByI%2BQ9wQiHJ4tESD6JlbXS9EqVreiE%2FG0JmrpAZThRcZ0f17xIpneGrQ5BKm06dYYrW5MzwT%2B%2BB3Dw8VNF5ulUhM475SjHhZSfxHydaUQLkV9oZOJ3FuIJOwnTPtHWb5ds8usR7MT7Y%2F%2FojSnEa1g%2BVqz9Gy0KOeALNrtfaicmS7ct6aEouPO1lEDDFBo1PW2hUGTSjSiec7qZs8p9kvBdFBI7fD9r3BRXGSiTPNdqwFGNR%2F%2By6Kd83CP5zQzIryLzDkzm9aiFjzq4kxd7Gw%2BhSMgeG%2BsIE9bYx7H8I2G1hXGdyXOzjNIdIDsn6c6jadRVeTf1w9SKNWFQSDHd3h5d0e4cw3k2niK9KaGb08vvG%2Fa5t16JfF6W6ZNLG%2FafnImOpzkvzhXlXV4O70xAt7icvXDepqmrC6jyUggEXF1w75JxEj7vdKc6L9zH%2Fj7zp2BOOm7jHmeFnEXCgjGd9lHHxwAQ5hE8%2BBziBkVzQCE9TEv3cnVCSeaYTbfjXPtIj5vl%2B%2Ffvnb5pz80988frfBD2v6sL0cwWNMaPFQeUkGiXhjYFuDBN82JC6O0UGbp6ocWbiVT8K3B8CsrhHW0utWXySjv2QhvFRXLxfaedUFDYU6TQkWNibLaJZrcwiJqLZ1Z8Kvg6qso1WcxKpXsH4T4eoPZm8B%2FBDqxRW0lndgLhdZU3pWjH29zEKfTUGaFp8Cx1QJiS31Gf4KG%2BaFqLiERbTThS%2FLRx9SN%2FUzFOH7FUDmVo0HygvRIM7mjmEuLIUgkL%2BlEE0v43aF%2BuE9wPofUUCA8e7F4fzQs0bRv7W0%2B0aLLXswJG199y3dhAPF3H6hRQTx%2FMmnCFEA%2BPBvZTvVXZWpEU8Ub7rjvnXxNeSc39he%2BzG%2FenMxS6C2ey9Ftk7ZJCY%2BhTmebBdM5mAnyGpUsLck54NnkSAunr9sNbtPiSh9q7cEHQw%2B%2FhTHcCO4ju60n95K9OZSkvCnBF8p0KNah4wNZY3wSzOnnChzpvbIPjQAuk16UcRIUsPAnOj%2F1FZfMJ32lLZQIKrEB0wHVK9%2FBg4no7KSgEdXj0gOzhVX6xf1QeRCp2JALaov5qN0%2BmikGgBFdLTy1Gv3ZpUOhhUlw2cpHAj5vW12Z5z62J%2Bg5HzHXvbWZXt0e32qW33newMsMVc1qAszjOFHDUMDGJ42PpUI3tSlr2gTF4XbTgAAadTwFj0AP1zdd%2B80eBm0CMkl2P4ldGuJgsULTaFylYBJwg0NU102wts5cySAxoLs4fI23LSX79B0CIgQi3EpDI%2BP7E%2FVbek3K0fYVTCq626iU%2Fm%2FWiI4b9ROf71DjAc9hUj3MOJwESqX7hX2zBdVRWirtSscMDlR%2BlKvJnonPqVH%2FLBVpHKgFpU26nZFtSneCFYL6YompnAPJf0Hxe%2FCsnmkXDX3Gbl7%2B8bomCaTlDp5ICBkS2e%2FhPZam%2F1JP3N6cKMIHPPIS7QuyF6kX8mnXVd%2FUsSY828dT901WS91lJKTii67uBC0AszW10OVF3R%2B%2BOuMxdxLwGykAjRxHps1Tlg0ty3PqmlfPaIsrxI6LOrB6mPBp31uuZp%2B0wzxz4sGbaLjEzZnpH2HdmfxJPA%3D,NA,NA,NA,NA,NA,#437464402,NA,NA,NA,NA,NA,NA,NA,NA,NA
68, Parlante Portatil Lg Xboom Go Pk5 Negro 20w Bluetooh Origina ,469,516,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436450909-parlante-portatil-lg-xboom-go-pk5-negro-20w-bluetooh-origina-_JM#position=15&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#436450909,LG,NA,20 W,NA,NA,NA,NA,XBOOM Go,NA
69, Parlante Bluetooth Maxtron Sirius 60w Batería Recargable ,87,NA,3,47,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434660273-parlante-bluetooth-maxtron-sirius-60w-bateria-recargable-_JM#position=16&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,NA,NA,NA,NA,NA,#434660273,NA,NA,60 W,NA,NA,NA,Auxiliar,NA,NA
70, Parlante True Wireless Soundcore Motion B ,199,NA,19,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,3,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434836116-parlante-true-wireless-soundcore-motion-b-_JM#position=17&type=item&tracking_id=fbfd2dc7-1511-4d13-8d09-c11875af0eec,3,0,0,0,0,#434836116,NA,NA,NA,NA,NA,400 g,NA,NA,NA
