search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tipo de alimentación,Tipos de cabezales,Tiempo de funcionamiento,Tiempo de carga,Peso
43, Máquina Afeitadora Profesional Finale Wahl ,6965,NA,"
			
				Nuevo
			
			
				
					 - 
				
				166
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,50,https://perfil.mercadolibre.com.ar/CENTRAL-DE-BELLEZA,https://articulo.mercadolibre.com.ar/MLA-710209175-maquina-afeitadora-profesional-finale-wahl-_JM#position=43&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,32,12,4,1,1,#710209175,Wahl,Profesiona,Finale,NA,220V RECARGABLE,NA,50,NA,NA
44, Afeitadora Philips Multigroom 10 En 1 Mg5730/15 Waterproof ,2499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				644
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,74,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-687167996-afeitadora-philips-multigroom-10-en-1-mg573015-waterproof-_JM#position=44&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,58,12,4,0,0,#687167996,Philips,Multigroom series 5000,MG5730/15,MG5730/15,Bateria recargable a 220v,NA,80 Min,NA,NA
45, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,398,NA,"
			
				Nuevo
			
			
				
					 - 
				
				78
				vendidos
			
		",(921 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/01ENLINEA.COM.AR,https://articulo.mercadolibre.com.ar/MLA-783178998-maquina-afeitadora-rasuradora-vellos-facial-recargable-usb-_JM#position=45&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,3,1,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,USB,Giratorios,NA,NA,NA
46, Multigroom 8 En 1 Philips Mg3730/15 ,1999,NA,"
			
			
				
				154
				vendidos
			
		",(11 disponibles),12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.5,2,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-722521042-multigroom-8-en-1-philips-mg373015-_JM#position=46&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,NA,NA,NA,NA,NA,#722521042,Philips,Mg3730/15,MG3730/15,MG3730,NA,NA,60 minutos,NA,NA
47, Afeitadora Philips 2 En 1 S1520/42 Recargable Cortapatilla ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				340
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,38,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-729155884-afeitadora-philips-2-en-1-s152042-recargable-cortapatilla-_JM#position=47&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,30,6,1,0,0,#729155884,Philips,Shaver Series,S1520/42,S1520/42,220v,Flexibles,45 M,NA,NA
48, Rasuradora Electrica Ga.ma Vello De Orejas Y Nariz Gnt 512 ,2158,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(98 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,69,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-756889307-rasuradora-electrica-gama-vello-de-orejas-y-nariz-gnt-512-_JM#position=48&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,36,28,4,0,0,#756889307,GA.MA Italy,NA,GNT 512,NA,NA,NA,NA,NA,NA
49, Afeitadora Recargable Pr1335 + Detallador Mb06 ,3329,3699,"
			
			
				
				80
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-789223613-afeitadora-recargable-pr1335-detallador-mb06-_JM#position=49&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,5,1,0,1,0,#789223613,Remington,CUIDADO PERSONAL,PR1335,NA,Eléctrica,Giratorios,NA,NA,NA
50, Cortabarba Multigroom Philips Mg7730/15 16 En 1 ,4299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				341
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,29,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734476821-cortabarba-multigroom-philips-mg773015-16-en-1-_JM#position=50&type=item&tracking_id=80019e91-f64d-4952-ae1d-85df6b32347a,20,7,2,0,0,#734476821,Philips,Series 7000,Multigroom,MG7730/15,220v,NA,2 hs,NA,NA
51, Afeitadora Corporal Philips Bodygroom Bg3005/15 ,2699,NA,"
			
			
				
				1335
				vendidos
			
		",(218 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,150,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-615889291-afeitadora-corporal-philips-bodygroom-bg300515-_JM#position=1&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,88,42,13,1,6,#615889291,Philips,Series 3000,BG3005/15,BG3005/15,Batería,NA,40,8 h,200 g
52, Afeitadora Philips S5070/02 + Recortador 3160 Nariz Orejas ,5799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				141
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,16,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-733418375-afeitadora-philips-s507002-recortador-3160-nariz-orejas-_JM#position=2&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,12,4,0,0,0,#733418375,Philips,AquaTouch,S5070,S5070/02,220v,Flexibles,40 M,NA,NA
53, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1299,NA,"
			
				Nuevo
			
			
		",(10 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLADIMAR,https://articulo.mercadolibre.com.ar/MLA-790592903-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM#position=3&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#790592903,GA.MA,NA,GC 545,NA,NA,NA,NA,NA,NA
54, Cortabarba Philips Qt4015/16 Uso Con O Sin Cable ,2799,NA,"
			
			
				
				632
				vendidos
			
		",(225 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,91,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-659772078-cortabarba-philips-qt401516-uso-con-o-sin-cable-_JM#position=4&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,62,26,2,1,0,#659772078,Philips,BeardTrimmer series 3000,QT4015/16,QT4015/16,baterías y 220v,Planos,90,NA,NA
55, Afeitadora Braun 130s-1 Lavable Cortapatillas ,1918,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(54 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,24,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-603180551-afeitadora-braun-130s-1-lavable-cortapatillas-_JM#position=5&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,15,4,3,0,2,#603180551,Braun,Serie 1,130s-1,NA,Corriente directa,Planos,NA,NA,NA
56, Maquina Afeitar Electrica Philips Closecut Cabezales Ultimo Modelo ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				184
				vendidos
			
		",(815 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,13,https://perfil.mercadolibre.com.ar/MEIMPORTOEMPRESA,https://articulo.mercadolibre.com.ar/MLA-626816972-maquina-afeitar-electrica-philips-closecut-cabezales-ultimo-modelo-_JM#position=6&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,6,4,0,3,0,#626816972,Philips,Series 1000,1000@,S1100/02,NA,NA,Ilimitado,NA,NA
57, Cortabarba Multigroom Philips Mg5730/15 Cuerpo Y Rostro ,3599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				92
				vendidos
			
		",(9 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,3,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-779763785-cortabarba-multigroom-philips-mg573015-cuerpo-y-rostro-_JM#position=7&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,3,0,0,0,0,#779763785,Philips,Series 5000,MG5730/15,NA,220v,Planos,NA,NA,NA
58, Afeitadora Inalambrica Philips Aquatouch S5420/24 Lh Ff ,5599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-746389534-afeitadora-inalambrica-philips-aquatouch-s542024-lh-ff-_JM#position=8&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#746389534,Philips,AquaTouch,S5420,NA,Batería,Giratorios,45 min.,1 h,NA
59, Cortadora De Pelo Gama Gm593 24 Piezas ,2828,NA,"
			
				Nuevo
			
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788238604-cortadora-de-pelo-gama-gm593-24-piezas-_JM#position=9&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#788238604,GA.MA,Afeitadora,Eléctrica,NA,NA,NA,NA,NA,NA
60, Cortabarba Philips Bt5200/15 Beardtrimmer ,2699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				76
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,27,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-755533560-cortabarba-philips-bt520015-beardtrimmer-_JM#position=10&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,20,7,0,0,0,#755533560,Philips,Series 5000,Beardtrimmer,BT5200/15,220v,Planos,60M,NA,NA
61, Philips One Blade Afeitadora Qp2510 + Repuesto Combo ,1899,NA,"
			
			
				
				58
				vendidos
			
		",(11 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA?brandId=1859,https://articulo.mercadolibre.com.ar/MLA-784837049-philips-one-blade-afeitadora-qp2510-repuesto-combo-_JM#position=11&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#784837049,Philips,OneBlade,QP2510,NA,Batería,Planos,NA,NA,NA
62, Afeitadora Braun Series S3 Shave & Style 3000bt 3 En 1 ,4558,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,32,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-694741090-afeitadora-braun-series-s3-shave-style-3000bt-3-en-1-_JM#position=12&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,25,6,1,0,0,#694741090,Braun,Serie 3,3000BT,NA,Batería,Flexibles,NA,NA,NA
63, Recortador De Barba Philips Oneblade Qp2510/10 Tio Musa ,1299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				79
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,255,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-769181623-recortador-de-barba-philips-oneblade-qp251010-tio-musa-_JM#position=13&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,180,54,14,3,4,#769181623,Philips,OneBlade,QP2510/10,QP2510/10,220V,Planos,30 m,NA,NA
64, Cortabarba Multigroom Philips Mg7715/15 13 En 1 ,3499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				253
				vendidos
			
		",(8 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,17,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734477570-cortabarba-multigroom-philips-mg771515-13-en-1-_JM#position=14&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,8,9,0,0,0,#734477570,Philips,Series 7000,Multigroom,MG7715/15,100v a 240v,Planos,2 hs,NA,NA
65, Cortabarba Beardtrimmer Philips Bt1209/15 ,1599,NA,"
			
			
				
				32
				vendidos
			
		",(19 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,63,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718864227-cortabarba-beardtrimmer-philips-bt120915-_JM#position=15&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,39,19,3,0,1,#718864227,Philips,Series 1000,BT1209/15,BT1209/15,batería por usb,NA,30,NA,NA
66, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1999,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,443,https://perfil.mercadolibre.com.ar/GRUPO+S.M,https://articulo.mercadolibre.com.ar/MLA-747647183-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM#position=16&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,278,123,29,6,6,#747647183,GA.MA Italy,NA,545,NA,NA,NA,NA,NA,NA
67, Afeitadora Remington Bht1000 Bodygroom Cortadora Corporal ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				553
				vendidos
			
		",(96 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,32,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-614373794-afeitadora-remington-bht1000-bodygroom-cortadora-corporal-_JM#position=17&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,20,11,1,0,0,#614373794,Remington,Bodygroom,BHT1000,NA,Batería,Flexibles,30 minutos,NA,NA
68, Cortabarba Multigroom Philips Mg3730/15 ,2499,NA,"
			
			
				
				321
				vendidos
			
		",(202 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,43,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-685329933-cortabarba-multigroom-philips-mg373015-_JM#position=18&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,31,11,1,0,0,#685329933,Philips,Series 3000,MG3730/15,MG3730,220v,NA,60,NA,NA
69, Set De Afeitado Multifunción Braun 9 En 1 Braun Mgk3080 ,4799,NA,"
			
			
				
				287
				vendidos
			
		",(429 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,38,https://perfil.mercadolibre.com.ar/NEW-VENTURES?brandId=642,https://articulo.mercadolibre.com.ar/MLA-752502673-set-de-afeitado-multifuncion-braun-9-en-1-braun-mgk3080-_JM#position=19&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,30,6,2,0,0,#752502673,Braun,NA,MGK3080,NA,NA,NA,60 m,NA,NA
70, Afeitadora Philips Multigroom 13 En 1 Mg7715 Showerproof ,2999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(41 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,https://articulo.mercadolibre.com.ar/MLA-791318063-afeitadora-philips-multigroom-13-en-1-mg7715-showerproof-_JM#position=20&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#791318063,Philips,Multigroom,MG7715/15,MG7715/15,Batería,Pivotantes,NA,NA,NA
71, Afeitadora Corporal Philips Bodygroom Bg3005/15 Apta Ducha ,2990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(28 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,3,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,https://articulo.mercadolibre.com.ar/MLA-636700390-afeitadora-corporal-philips-bodygroom-bg300515-apta-ducha-_JM#position=21&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,3,0,0,0,0,#636700390,Philips,Bodygroom Series 3000,BG3005/15,BG3005/15,Batería,Ergónomicos,NA,NA,NA
72, Corta Barba Philips Oneblade Qp2526/10 Recorta Modela Afeita ,2299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(23 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,9,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-790345836-corta-barba-philips-oneblade-qp252610-recorta-modela-afeita-_JM#position=22&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,7,1,1,0,0,#790345836,Philips,OneBlade,QP2526/10,NA,100-240v,Planos,NA,NA,NA
73, Repuesto Afeitadora Braun 40b Cooltec Foil Cuchillas Aleman ,3474,NA,"
			
				Nuevo
			
			
				
					 - 
				
				29
				vendidos
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,2,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-664784908-repuesto-afeitadora-braun-40b-cooltec-foil-cuchillas-aleman-_JM#position=23&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#664784908,NA,NA,NA,NA,NA,NA,NA,NA,NA
74, Philips Oneblade Qp2510/10 Afeitadora + 2 Cuchillas Recambio ,2399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				101
				vendidos
			
		",(19 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,255,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734543755-philips-oneblade-qp251010-afeitadora-2-cuchillas-recambio-_JM#position=24&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,180,54,14,3,4,#734543755,Philips,OneBlade,QP2510/10,NA,Batería,NA,30 m,NA,NA
75, Afeitadora Braun Serie 7 7840s Wetdry Alemana Sonica Premium ,15598,NA,"
			
				Nuevo
			
			
				
					 - 
				
				46
				vendidos
			
		",(17 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,145,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-719665091-afeitadora-braun-serie-7-7840s-wetdry-alemana-sonica-premium-_JM#position=25&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,108,30,3,2,1,#719665091,Braun,Series 7,7840s Wet&Dry,NA,Batería,Pivotantes,1 hora,NA,NA
76, Afeitadora Electrica Philips Aquatouch S1030 Seco Y Humedo ,1862,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(11 disponibles),12 cuotas,NA,NA,Llega mañana,NA,NA,4.7,3,https://perfil.mercadolibre.com.ar/24STORE,https://articulo.mercadolibre.com.ar/MLA-780415253-afeitadora-electrica-philips-aquatouch-s1030-seco-y-humedo-_JM#position=26&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,2,1,0,0,0,#780415253,Philips,NA,NA,NA,NA,NA,NA,NA,NA
77, Afeitadora Braun 310s Recargable Wet & Dry Triple Accion ,4678,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(18 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,29,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-747980442-afeitadora-braun-310s-recargable-wet-dry-triple-accion-_JM#position=27&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,21,3,4,0,0,#747980442,Braun,Series 3,310S,310s,Batería,Flexibles,50 minutos,NA,NA
78, Repuestos Cuchillas Afeitadora Philips Oneblade Qp220/50 ,1149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				48
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-785000530-repuestos-cuchillas-afeitadora-philips-oneblade-qp22050-_JM#position=28&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#785000530,Philips,OneBlade,Qp220/50,NA,NA,Planos,NA,NA,NA
79, Afeitadora Philips Aquatouch S1030/04 ,2899,NA,"
			
			
				
				1340
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,573,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718857679-afeitadora-philips-aquatouch-s103004-_JM#position=29&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,387,125,39,13,9,#718857679,Philips,AquaTouch,S1030/04,NA,Batería,NA,45,NA,NA
80, Ducati Imetec Corta Barba Gk 618 Gearbox Afeitadora + Acc ,1826,2149,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(8 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIALELOIR,https://articulo.mercadolibre.com.ar/MLA-760267404-ducati-imetec-corta-barba-gk-618-gearbox-afeitadora-acc-_JM#position=30&type=item&tracking_id=19c3ccb6-5fee-464d-8dfb-a6f75c735434,NA,NA,NA,NA,NA,#760267404,Imetec,Ducati,GK 618,NA,Corriente directa,NA,60 minutos,NA,NA
